ChEMBL ID;Name;Synonyms;Type;Molecular Weight;Targets;Bioactivities;AlogP;Polar Surface Area;HBA;HBD;#RO5 Violations;#Rotatable Bonds;CX Acidic pKa;CX Basic pKa;CX LogP;Aromatic Rings;Heavy Atoms;HBA (Lipinski);HBD (Lipinski);#RO5 Violations (Lipinski);Molecular Weight (Monoisotopic);Molecular Formula;Smiles;Inchi Key
CHEMBL1148;TORSEMIDE;AC-4464|AC4464|BM-02.015|BM-02015|BM02.015|Demadex|LUPRAC|SOAANZ|TORASEMIDE|TORASEMIDE ANHYDROUS|TOREM 10|TOREM 2.5|TOREM 5|TORSEMIDE|UPCARD;Small molecule;348.43;136;855;2.53;100.19;5;3;0;5;5.92;4.20;1.86;2;24;7;3;0;3.481.256;C16H20N4O3S;Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1;NGBFQHCMQULJNZ-UHFFFAOYSA-N
CHEMBL635;PREDNISONE;3EN3HG4WSW|CORTAN|CORTANCYL|DECORTIN|DECORTISYL|DEHYDROCORTISONE|Delta-dome|Deltasone|FERNISONE|LIQUID PRED|LODOTRA|METACORTANDRACIN|Meticorten|NSC-10023|Orasone|PARACORT|PREDNICEN-M|PREDNISONE|PREDNISONE ANHYDROUS|PREDNISONE INTENSOL|PREDNISONE TABLETS|Prednisone|RAYOS|SERVISONE|SUPERCORTIL|Sterapred;Small molecule;358.43;212;855;1.77;91.67;5;2;0;2;12.58;;1.66;0;26;5;2;0;3.581.780;C21H26O5;C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO;XOFYZVNMUHMLCC-ZPOLXVRWSA-N
CHEMBL189;MILRINONE;MILRILA|MILRINONE|Milrinone|NSC-760072|Primacor|WIN 47,203-2|WIN-47203-2;Small molecule;211.22;174;715;1.62;69.54;3;1;0;1;7.54;4.82;0.33;2;16;4;1;0;2.110.746;C12H9N3O;Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1;PZRHRDRVRGEVNW-UHFFFAOYSA-N
CHEMBL2103849;UDENAFIL;DA-8159|UDENAFIL|ZYDENA;Small molecule;516.67;;;2.83;122.21;8;2;1;11;7.55;8.50;1.44;3;36;10;2;1;5.162.519;C25H36N6O4S;CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1;IYFNEFQTYQPVOC-UHFFFAOYSA-N
CHEMBL4297290;TOVINONTRINE;68722|AF-68722|AF68722|CK-1598|CK1598|IMR-687|TOVINONTRINE;Small molecule;394.48;;;1.94;88.41;7;1;0;4;11.69;7.08;0.45;3;29;8;1;0;3.942.117;C21H26N6O2;C[C@@H]1CN(Cc2ncccn2)C[C@H]1c1cn2c(C3CCOCC3)ncc2c(=O)[nH]1;GWGNPYYVGANHRJ-GDBMZVCRSA-N
CHEMBL1201668;NESIRITIDE;BNP-32|BRAIN NATRIURETIC PEPTIDE 32|C01DX19|NESIRITIDE|NESIRITIDE RECOMBINANT|Natrecor|Nesiritide Recombinant|Nesiritide recombinant;Protein;;;;;;;;;;;;;;;;;;;;;
CHEMBL592868;ESTROGEN;ESTROGEN;Small molecule;310.44;6;22;4.00;40.46;2;2;0;0;10.33;;4.73;1;23;2;2;0;3.101.933;C21H26O2;CC#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C;GJUHUIXJLZINMA-MJCUULBUSA-N
CHEMBL1311;ISOSORBIDE MONONITRATE;1,1-DIUREIDISOBUTANE|AHR-4698|ANGEZE 10|ANGEZE 20|ANGEZE 40|ANGEZE SR 40|ANGEZE SR 60|ANGITATE|ASTRODUR MR|BM 22.145|BM 22.145IS 5-MNAHR-4698|BM-22-145|BM-22.145|BM-22145|CARMIL XL|CHEMYDUR 60 XL|CIBRAL 10|CIBRAL 20|CIBRAL 40|CIBRAL XL 60|CORANGIN|DILUTED ISOSORBIDE MONONITRATE|DYNAMIN|DYNAMIN XL 25|DYNAMIN XL 50|ELANTAN 10|ELANTAN 20|ELANTAN 40|ELANTAN LA 25|ELANTAN LA 50|EUMON 40 XL|EUMON 60 XL|IMO LA|IS 5-MN|IS-5-MN|IS-5MN|ISIB 20|ISIB 40|ISIB 50 XL|ISIB 60 XL|ISMO 10|ISMO 20|ISMO 40|ISMO RET|ISO-5-MONONITRATE|ISOBUTYLDIUREA|ISOBUTYLENEDIUREA|ISODUR|ISODUR 25 XL|ISODUR 50 XL|ISOSORBIDE 5-MONONITRATE|ISOSORBIDE 5-NITRATE|ISOSORBIDE DINITRATE ISOSORBIDE-5-MONONITRATE|ISOSORBIDE MONONITRATE|ISOSORBIDE-5-MONONITRATE|ISOTARD 25 XL|ISOTARD 40 XL|ISOTARD 50 XL|ISOTARD 60 XL|ISOTRATE|Imdur|Ismo|KETANODUR|MCR 50|MODISAL 40 XL|MODISAL 60 XL|MODISAL LA 25|MODISAL LA 50|MONIGEN XL 60|MONIT|MONIT LS|MONIT SR|MONIT XL 60|MONO-CEDOCARD 10|MONO-CEDOCARD 20|MONO-CEDOCARD 40|MONOCORD|MONODUR|MONOMAX SR 40|MONOMAX SR 60|MONOMAX XL|MONOMIL XL|MONOSORB XL 60|Monoket|NSC-758619|PERTIL RET|PHASONIT LA 50|RELOSORB XL|SLOMON XL 60|TARDISC XL|TENKOSORB|TRANGINA XL|VASOTRATE 60 SR|XISMOX XL 60|ZEMON 40 XL|ZEMON 60 XL|ZIOTAN XL;Small molecule;191.14;20;118;-1.28;91.06;6;1;0;2;13.34;;-0.71;0;13;7;1;0;1.910.430;C6H9NO6;O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O;YWXYYJSYQOXTPL-SLPGGIOYSA-N
CHEMBL842;CHLOROTHIAZIDE;CHLOROTHIAZIDE|CHLORTHIAZIDE|Chlorothiazide|Diuril|HYDROCHLOROTHIAZIDE IMPURITY, CHLOROTHIAZIDE-|NSC-25693|SALURIC;Small molecule;295.73;39;139;-0.06;118.69;5;2;0;1;6.49;;-0.31;1;17;7;3;0;2.949.488;C7H6ClN3O4S2;NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O;JBMKAUGHUNFTOL-UHFFFAOYSA-N
CHEMBL276832;HYDRALAZINE;HYDRALAZINE|HYDRALAZINE POLISTIREX|NSC-126699;Small molecule;160.18;157;1053;0.92;63.83;4;2;0;1;;8.88;0.75;2;12;4;3;0;1.600.749;C8H8N4;NNc1nncc2ccccc12;RPTUSVTUFVMDQK-UHFFFAOYSA-N
CHEMBL122;ROFECOXIB;M01AH02|MK-0966|MK-966|MK0966|NSC-720256|NSC-758705|ROFECOXIB|TRM-201|TRM201|Vioxx;Small molecule;314.36;212;1529;2.56;60.44;4;0;0;3;13.12;;2.56;2;22;4;0;0;3.140.613;C17H14O4S;CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1;RZJQGNCSTQAWON-UHFFFAOYSA-N
CHEMBL4297447;TRV-120027;SAR-VAL-TYR-ILE-HIS-PRO-D-ALA-OH|TRV 027|TRV-027|TRV-120027|TRV027|TRV120027;Protein;926.09;4;23;-1.91;355.05;12;13;3;26;3.80;11.48;-4.19;2;66;23;14;3;9.255.134;C43H67N13O10;CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)O;XIEWFECSPPTVQN-KMIMAYJXSA-N
CHEMBL1431;METFORMIN;LA-6023|METFORMIN|METFORMIN EXTENDED RELEASE|Metformin;Small molecule;129.17;727;2789;-1.03;88.99;2;4;0;0;;12.33;-0.92;0;9;5;5;0;1.291.014;C4H11N5;CN(C)C(=N)NC(=N)N;XZWYZXLIPXDOLR-UHFFFAOYSA-N
CHEMBL1201586;PALIVIZUMAB;MEDI-493|PALIVIZUMAB|SYNAGIS|SYNAGIS ABBOSYNAGIS;Antibody;;2;19;;;;;;;;;;;;;;;;;;
CHEMBL1364;PYRIDOXINE;ADERMINE|HEXABIONE|Hexa-Betalin|M.V.I.-12|NSC-759148|PYRIDOXINE|PYRIDOXINE (VIT B6)|PYRIDOXOL|VITAMIN B-6|VITAMIN V6|Vitamin B6;Small molecule;169.18;21;71;0.08;73.58;4;3;0;2;9.40;5.58;-0.95;1;12;4;3;0;1.690.739;C8H11NO3;Cc1ncc(CO)c(CO)c1O;LXNHXLLTXMVWPM-UHFFFAOYSA-N
CHEMBL456;ETHACRYNIC ACID;ETACRYNIC ACID|ETHACRYNATE|ETHACRYNIC ACID|Edecrin|HYDROMEDIN|MK-595|NSC-624008|NSC-85791|REOMAX;Small molecule;303.14;290;1051;3.61;63.60;3;1;0;6;2.80;;3.66;1;19;4;1;0;3.020.113;C13H12Cl2O4;C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl;AVOLMBLBETYQHX-UHFFFAOYSA-N
CHEMBL1551;URSODIOL;Actigall|CHOLURSO|DESTOLIT|NSC-683769|URDOX|URSO 250|URSO FORTE|URSODEOXYCHOLATE|URSODEOXYCHOLIC ACID|URSODESOXYCHOLIC ACID|URSODIOL|URSOFALK|URSOGAL|URSONORM|Urso;Small molecule;392.58;112;321;4.48;77.76;3;3;0;4;4.60;;3.71;0;28;4;3;0;3.922.927;C24H40O4;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C;RUDATBOHQWOJDD-UZVSRGJWSA-N
CHEMBL932;DIPYRIDAMOLE;ATTIA|B01AC07|CEREBROVASE 100|CEREBROVASE 25|DIPYRIDAMOLE|IV PERSANTINE|MODAPLATE|NSC-515776|OFCRAM PR|PERSANTIN|PERSANTIN RET|PYRIDANTIN|Persantine|RA-8|VASYROL;Small molecule;504.64;283;993;-0.02;145.44;12;4;2;12;;3.54;1.81;2;36;12;4;2;5.043.173;C24H40N8O4;OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1;IZEKFCXSFNUWAM-UHFFFAOYSA-N
CHEMBL4297795;NEPRILYSIN;ATRIOPEPTIDASE|CALLA|CD_ANTIGEN: CD10|ENKEPHALINASE|NEPRILYSIN|NEUTRAL ENDOPEPTIDASE|NEUTRAL ENDOPEPTIDASE 24.11|SKIN FIBROBLAST ELASTASE;Unknown;;;;;;;;;;;;;;;;;;;;;
CHEMBL986;RETINOL;AROVIT|Aquasol A|NEPALM|NSC-122759|OLEOVITAMIN A|RETINOL|RETINOL (VIT A)|RETINOL ACETATE|RETINOL PALMITATE|RO-A-VIT|Retinol|VITAMIN A|VITAMIN A OIL|Vitamin A|Vitamin A 1|Vitamin a solubilized;Small molecule;286.46;111;1636;5.51;20.23;1;1;1;5;;;4.69;0;21;1;1;1;2.862.297;C20H30O;CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1;FPIPGXGPPPQFEQ-OVSJKPMPSA-N
CHEMBL1639;ALISKIREN;ALISKIREN|Aliskiren|RASILEZ|SPP-100|SPP100;Small molecule;551.77;30;185;3.29;146.13;7;4;1;19;;9.57;3.12;1;39;9;6;2;5.513.934;C30H53N3O6;COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC;UXOWGYHJODZGMF-QORCZRPOSA-N
CHEMBL1622;FOLIC ACID;ACIDUM FOLICUM|B03BB01|BIO SCIENCE|FOLACIN|FOLATE|FOLDINE|FOLETTES|FOLIAMIN|FOLIC ACID|FOLICARE|FOLIPAC|FOLSAN|Folic Acid|Folicet|Folvite|INCAFOLIC|LEXPEC|MILLAFOL|NATUR FLOW|NSC-3073|PRECONCEIVE|PTEROYLGLUTAMIC ACID|ROCHE|VITAMIN B9|VITAMIN BC|VITAMIN M|Vitamin Bc|Vitamin M;Small molecule;441.40;72;153;-0.04;213.28;9;6;1;9;3.32;2.09;-0.69;3;32;13;7;2;4.411.397;C19H19N7O6;Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1;OVBPIULPVIDEAO-LBPRGKRZSA-N
CHEMBL526;PROPOFOL;DISOPROFOL|Diprivan|Disoprivan|FRESOFOL|ICI 35,868|ICI 35-868|ICI-35868|ICI35,868|LIPURO|NSC-5105|PHENOL, 2,6-BIS(1-METHYLETHYL)|PROPOFOL|Rapinovet;Small molecule;178.27;170;608;3.64;20.23;1;1;0;2;10.98;;4.16;1;13;1;1;0;1.781.358;C12H18O;CC(C)c1cccc(C(C)C)c1O;OLBCVFGFOZPWHH-UHFFFAOYSA-N
CHEMBL1536;ERGOCALCIFEROL;CALCIFEROL|CALCIFEROL IN ARACH OIL|CALTRATE|Calciferol|D-FORTE|Deltalin|Drisdol|ECIFEROL D2|ERGO-D2|ERGOCALCIFEROL|ERGOCALCIFEROLUM|ERGORAL D2|ERGORONE|Ergocalciferol|LANES|NSC-62792|OLEOVITAMIN D, SYNTHETIC|OSTELIN|OSTO-D2|Oleovitamin D|STEROGYL|STEROGYL 15H|STEROGYL-15|UVESTEROL D|VIOSTEROL|VIOSTEROL IN OIL|VITAMIN D|VITAMIN D (ERGOCALCIFEROL)|VITAMIN D2|Vitamin D 2;Small molecule;396.66;140;514;7.64;20.23;1;1;1;5;;;7.05;0;29;1;1;1;3.963.392;C28H44O;C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12;MECHNRXZTMCUDQ-RKHKHRCZSA-N
CHEMBL160;CYCLOSPORINE;27-400|ANTIBIOTIC S-7481F1|ATOPICA|CAPIMUNE|CAPSORIN|CEQUA|CICLOSPORIN|CICLOSPORIN A|CICLOSPORINUM|CYCLOSPORIN|CYCLOSPORIN A|CYCLOSPORINE|CYCLOSPORINE A|CYCLOSPORINE MICROEMULSION|CYCLOSPORINE, MODIFIED|DEXIMUNE|EQUORAL|Gengraf|IKERVIS|MITOGARD|NEOPLANTA|NEUROSTAT|NSC-290193|Neoral|OL-27-400|OPTIMMUNE|RAMIHYPHIN A|RESTASIS MULTIDOSE|Restasis|SANDIMMUN|SANG-35|SANGCYA|SDZ-OXL-400|Sandimmune|VANQUORAL|VERKAZIA|ZINOGRAF ME;Protein;1202.63;271;4100;;;;;;;;;;;;;;;12.018.414;C62H111N11O12;C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C;PMATZTZNYRCHOR-CGLBZJNRSA-N
CHEMBL3707225;GSK2798745;GSK-2798745|GSK2798745;Small molecule;;;;;;;;;;;;;;;;;;;;;
CHEMBL592435;DERENOFYLLINE;DERENOFYLLINE|Derenofylline|SLV-320|SLV320;Small molecule;308.39;6;6;3.34;73.83;4;3;0;3;13.50;6.82;3.41;3;23;5;3;0;3.081.637;C18H20N4O;OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1;RBZNJGHIKXAKQE-UHFFFAOYSA-N
CHEMBL1491;AMLODIPINE;AMLODIPINE|ASTUDAL 5|CKD-330 COMPONENT AMLODIPINE|HGP-0904|HGP0904|ISTIN|NORVAS|NORVASC;Small molecule;408.88;170;986;2.27;99.88;7;2;0;8;;9.45;1.64;1;28;7;3;0;4.081.452;C20H25ClN2O5;CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl;HTIQEAQVCYTUBX-UHFFFAOYSA-N
CHEMBL3833370;ELAMIPRETIDE;ELAMIPRETIDE|MTP 131|MTP-131|NH2-D-ARG-DMT-LYS-PHE-NH2|OCUVIA|RX 31|RX-31|SS 31|SS-31|SZETO-SCHILLER PEPTIDE;Protein;639.80;;;-0.55;264.56;8;10;2;19;9.61;11.83;-0.51;2;46;14;14;3;6.393.857;C32H49N9O5;Cc1cc(O)cc(C)c1C[C@H](NC(=O)[C@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(N)=O;SFVLTCAESLKEHH-WKAQUBQDSA-N
CHEMBL1741;CLARITHROMYCIN;6-O-METHYLERYTHROMYCIN|A-56268|ABBOTT-56268|BIAXIN XL|Biaxin|Biaxin XL Pac|CLARIE XL|CLARITHROMYCIN|CLARITHROMYCIN IDENTITY|CLAROSIP|CYLLIND|Clarithromycin extended release|ERYTHROMYCIN, 6-O-METHYL-|FEBZIN XL|KLACID|KLARICID|KLARICID 500|KLARICID ADULT|KLARICID I.V.|KLARICID PAED|KLARICID XL|MACLADIN|MAVID|MYCIFOR XL|NSC-758704|Prevpac|TE-031|VECLAM|XETININ XL|ZECLAR;Small molecule;747.96;223;3145;2.44;182.91;14;4;2;8;12.46;8.38;3.24;0;52;14;4;2;7.474.769;C38H69NO13;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O;AGOYDEPGAOXOCK-KCBOHYOISA-N
CHEMBL107;COLCHICINE;(-)-COLCHICINE|COLCHCINE|COLCHICINE|COLCHICINUM|COLCHINEOS|COLCHISOL|COLCRYS|Colchicine|GLOPERBA|MITIGARE|NSC-757;Small molecule;399.44;431;4715;2.87;83.09;6;1;0;5;;;1.46;2;29;7;1;0;3.991.682;C22H25NO6;COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2;IAKHMKGGTNLKSZ-INIZCTEOSA-N
CHEMBL3545318;REXLEMESTROCEL-L;NEOFUSE|Neofuse|REXLEMESTROCEL-L|Revascor;Cell;;;;;;;;;;;;;;;;;;;;;
CHEMBL75880;PERHEXILINE;PERHEXILINE;Small molecule;277.50;132;1916;5.30;12.03;1;1;1;4;;10.58;5.53;0;20;1;1;1;2.772.770;C19H35N;C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1;CYXKNKQEMFBLER-UHFFFAOYSA-N
CHEMBL4297953;ANTI-INHIBITOR COAGULANT COMPLEX;ANTI INHIBITOR COAGULANT COMPLEX|ANTI-INHIBITOR COAGULANT COMPLEX|ANTIINHIBITOR COAGULANT COMPLEX|FACTOR VIII BYPASSING FRACTION|FACTOR VIII INHIBITOR BYPASSING FRACTION|FEIBA;Unknown;;;;;;;;;;;;;;;;;;;;;
CHEMBL1083993;AMIODARONE HYDROCHLORIDE;AMIDOX|AMIODAR|AMIODARONE|AMIODARONE HCL|AMIODARONE HYDROCHLORIDE|AMYBEN|CORDARONE|CORDARONE X|CORDARONE X 100|CORDARONE X 200|DARMIL|L-3428|MIODARON|NEXTERONE|NSC-343341|NSC-85442|ORTACRONE|PACERONE|RITMOCARDYL|SK&F-33134-A|SKF 33134-A|SKF-33134-A|TRANGOREX|VF-236;Small molecule;681.78;110;215;6.94;42.68;4;0;2;11;;8.47;7.64;3;31;4;0;2;6.450.237;C25H30ClI2NO3;CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl;ITPDYQOUSLNIHG-UHFFFAOYSA-N
CHEMBL1095777;INDACATEROL;INDACATEROL|INDACTEROL|ONBREZ|QAB-149|QAB149|QABI49;Small molecule;392.50;32;1114;3.15;85.35;4;4;0;6;8.51;9.71;3.26;3;29;5;4;0;3.922.100;C24H28N2O3;CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2;QZZUEBNBZAPZLX-QFIPXVFZSA-N
CHEMBL1201167;CARVEDILOL PHOSPHATE;CARVEDILOL PHOSPHATE|CARVEDILOL PHOSPHATE HEMIHYDRATE|CARVEDILOL PHOSPHATE HYDRATE|COREG CR|SK&F-105517-D|SKF 105517D|SKF-105517D;Small molecule;504.48;;;3.74;75.74;5;3;0;10;;8.74;3.42;4;30;6;3;0;4.061.893;C24H29N2O8P;COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O=P(O)(O)O;XCPXNPBILMXKNX-UHFFFAOYSA-N
CHEMBL1485;ARGININE;ARGININE|Arginine|L-ARGININE|NSC-206269;Small molecule;174.20;53;164;-1.34;125.22;3;5;0;5;2.41;12.41;-3.16;0;12;6;7;1;1.741.117;C6H14N4O2;N=C(N)NCCC[C@H](N)C(=O)O;ODKSFYDXXFIFQN-BYPYZUCNSA-N
CHEMBL930;GLUTAMINE;ENDARI|FEMA NO. 3684|GLUTAMINE|L-GLUTAMINE|LEVOGLUTAMIDE|NSC-27421|Nutrestore;Small molecule;146.15;27;63;-1.34;106.41;3;3;0;4;2.15;9.31;-4.00;0;10;5;5;0;1.460.691;C5H10N2O3;NC(=O)CC[C@H](N)C(=O)O;ZDXPYRJPNDTMRX-VKHMYHEASA-N
CHEMBL957;BOSENTAN;ANHYDROUS BOSENTAN|BOSENTAN|BOSENTAN ANHYDROUS|BOSENTAN HYDRATE|BOSENTAN MONOHYDRATE|RO 47-0203/029|RO-47-0203-029|RO-470203029|Tracleer;Small molecule;551.63;40;209;4.20;145.65;10;2;1;10;5.80;0.57;4.94;4;39;11;2;2;5.511.839;C27H29N5O6S;COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO;GJPICJJJRGTNOD-UHFFFAOYSA-N
CHEMBL2107951;MALTODEXTRIN;DEXTRI-MALTOSE|FORTICAL|GLUCIDEX|GLUCODRY|LEPPIN|MALDEX|MALDRIN|MALTODEXTRIN|POLYCAL|STAR-DRI;Unknown;;;;;;;;;;;;;;;;;;;;;
CHEMBL1617;RIFAXIMIN;L-105|NORMIX|NSC-758957|RIFAMYCIN L 105|RIFAXIDIN|RIFAXIMIN|Rifacol|TARGAXAN|XIFAXANTA|XIFAXSAN|Xifaxan;Small molecule;785.89;99;603;6.16;198.38;13;5;3;2;6.42;5.88;4.59;4;57;14;5;3;7.853.524;C43H51N3O11;CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C;NZCRJKRKKOLAOJ-XRCRFVBUSA-N
CHEMBL64391;ITRACONAZOLE;CANDISTAT|CANDITRAL|CLADOSAL 100|FUNGITRAXX|ITRAC|ITRACONAZOLE|ITRALEK|ITRAZOLE|ITRIZOLE|NSC-759239|ONMEL|ORUNGAL|R 51,211|R-51211|SEMPERA|SPHERAZOLE CR|SPHERAZOLE IR|SPORAMELT|SPORANOX I.V.|SPORANOX-PULSE|SPORONOX|Sporanos|Sporanox|TOLSURA|TRACONAL|TRIASPORIN;Small molecule;705.65;313;3334;5.58;104.70;12;0;3;11;;3.91;7.31;5;49;12;0;3;7.042.393;C35H38Cl2N8O4;CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O;VHVPQPYKVGDNFY-UHFFFAOYSA-N
CHEMBL1144;PRAVASTATIN;C10AA03|PRAVASTATIN|PRAVATOR|Pravachol|Pravastatin;Small molecule;424.53;155;1448;2.44;124.29;6;4;0;10;4.21;;1.65;0;30;7;4;0;4.242.461;C23H36O7;CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21;TUZYXOIXSAXUGO-PZAWKZKUSA-N
CHEMBL1519;TRANDOLAPRIL;GOPTEN|INDOLAPRIL|Mavik|NSC-758939|ODRIK|RU 44570|RU-44570|TRANDOLAPRIL|Trandolapril;Small molecule;430.55;20;91;2.77;95.94;5;2;0;9;3.80;5.21;1.95;1;31;7;2;0;4.302.468;C24H34N2O5;CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21;VXFJYXUZANRPDJ-WTNASJBWSA-N
CHEMBL1547;THIAMINE;Betaxin|Thiamine (Vit B1)|Vitamin B 1;Small molecule;265.36;17;58;0.61;75.91;5;2;0;4;;5.54;-3.10;2;18;5;3;0;2.651.118;C12H17N4OS+;Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1;JZRWCGZRTZMZEH-UHFFFAOYSA-N
CHEMBL4297915;CIMLANOD;BMS-986231|CIMLANOD|CXL-1427;Small molecule;177.18;;;0.26;79.54;4;2;0;2;7.93;;0.01;1;11;5;2;0;1.770.096;C5H7NO4S;Cc1ccc(S(=O)(=O)NO)o1;LIXKIXWSKOENAB-UHFFFAOYSA-N
CHEMBL45816;MIBEFRADIL;MIBEFRADIL|POSICOR 100|POSICOR 50|Posicor;Small molecule;495.64;74;313;5.27;67.45;5;1;1;11;12.54;9.82;5.16;3;36;6;1;1;4.952.897;C29H38FN3O3;COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C;HBNPJJILLOYFJU-VMPREFPWSA-N
CHEMBL469;KETOROLAC;KETOROLAC|Ketorolac;Small molecule;255.27;132;773;2.29;59.30;3;1;0;3;3.84;;2.28;2;19;4;1;0;2.550.895;C15H13NO3;O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O;OZWKMVRBQXNZKK-UHFFFAOYSA-N
CHEMBL471;SOTALOL;Betapace|C07AA07|DAROB MITE|DL-SOTALOL|MJ-1999|SOTALOL|Sorine|Sotalol;Small molecule;272.37;154;1105;1.09;78.43;4;3;0;6;10.07;9.43;-0.40;1;18;5;3;0;2.721.195;C12H20N2O3S;CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1;ZBMZVLHSJCTVON-UHFFFAOYSA-N
CHEMBL2110563;CYANOCOBALAMIN;ANTIPERNICIN|BEHEPAN|Berubigen|Betalin 12|CALOMIST|CYANOCOBALAMIN|CYANOCOBALAMINUM|CYANOCOBALMIN|CYANOVIT-B12|CYCOBEMIN|CYTACON|CYTAMEN|Cobavite|DODECAVITE|DODEX|NORMOCYTIN|NSC-80365|Nascobal|PLECYAMIN|RUBIVAMINE|RUBIVITE|RUBRAMIN PC|RUVITE|Redisol|Rubramin|VI-TWEL|VIBISONE|VITAMIN B 12|VITAMIN B(BDI1)(BDI2)|VITAMIN B-12|VITAMIN B12|VITAMIN B12 (AS CYANOCOBALAMIN )|VITAMIN B12 NOS|Vibalt|Vitamin B 12;Small molecule;1356.40;3;7;;;;;;;;;;;;;;;13.555.752;C63H89CoN14O14P;;
